Window 1,Window 2,Window 3,Window 4,Heat Control 1,Heat Control 2,Heat Control 3,Heat Control 4,Door 1,Door 2,Door 3,Temperature Outside,Temperature Bed
1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,0.0,19.455070200248837,21.07045248572791
0.0,1.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,1.0,0.0,-0.6343811449890788,12.220608784866613
0.0,0.0,1.0,1.0,1.0,5.0,4.0,4.0,0.0,1.0,1.0,-0.037483402096953,13.843362232211545
0.0,0.0,1.0,1.0,5.0,2.0,0.0,5.0,1.0,1.0,1.0,3.7330234484524034,12.830390024604334
0.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,8.844408164267692,15.121690159836316
0.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,-0.465584427819401,14.106553537531049
1.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,12.371180911044547,17.358115395197633
1.0,0.0,1.0,0.0,4.0,3.0,5.0,5.0,0.0,1.0,0.0,1.1583400262424002,12.871443712563948
0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0,10.378684396473064,21.37285682468818
1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,13.440201010459695,20.365159194695746
1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,17.12511418430467,23.827203488446738
1.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,20.754058752876283,22.655834422438826
1.0,0.0,1.0,1.0,5.0,2.0,3.0,3.0,0.0,0.0,1.0,20.53818859387453,24.159162235395303
1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,8.270469383861306,16.271452106160304
0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,20.951220952770363,24.62087651345936
1.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0908992657069616,12.255347968924179
0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,13.079120064525362,20.55011348936704
0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,-2.665570263756638,19.53768902798011
0.0,1.0,1.0,1.0,0.0,5.0,4.0,4.0,0.0,1.0,0.0,12.155705726237763,16.40480861061573
1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,-2.129522162629815,11.857557151825656
0.0,0.0,0.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,1.0,21.1073386750005,24.844272818324132
1.0,1.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,-0.014193504966476311,14.046875661399536
1.0,1.0,0.0,1.0,2.0,4.0,4.0,5.0,0.0,1.0,1.0,2.9061567613758648,14.108179967341787
0.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,0.3520623114038086,14.22739091802972
0.0,0.0,1.0,1.0,3.0,5.0,5.0,4.0,0.0,0.0,1.0,12.942540055931957,22.41408144214416
0.0,0.0,1.0,0.0,5.0,0.0,5.0,3.0,0.0,0.0,1.0,5.798749256616576,19.366034710862845
1.0,0.0,0.0,1.0,4.0,5.0,3.0,3.0,1.0,1.0,0.0,11.297204475139356,16.53679383841085
0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,-2.946582418761667,14.335193535204438
0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,9.504054149312466,14.73860072673508
1.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,0.8545918448344363,11.255294690821142
0.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,1.0,1.0,0.0,2.497934403659155,13.486365028116515
1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,-3.8737911316250027,7.8731650828687485
0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,15.285034746757376,19.21564349741751
1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,4.77026440238814,13.80406032765902
1.0,1.0,1.0,0.0,4.0,3.0,5.0,1.0,1.0,1.0,0.0,11.953044428405175,17.116712398796032
0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,-3.859688130285585,10.251974373032823
1.0,1.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,0.0,1.0,14.814068991054167,21.37236135872689
1.0,1.0,0.0,0.0,3.0,1.0,5.0,5.0,0.0,1.0,1.0,-0.7053735077579972,10.63554035952997
0.0,1.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,12.515728721911696,18.250492689507983
1.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,20.766864315825494,22.243766606179285
0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,1.0,0.0,1.0,8.990169403823591,19.03101183649229
1.0,1.0,0.0,0.0,5.0,1.0,4.0,4.0,1.0,0.0,1.0,6.042061764550311,16.40015100357291
1.0,0.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,0.0,1.0,-2.9464682090668424,11.600569223165257
1.0,1.0,0.0,0.0,5.0,1.0,4.0,4.0,0.0,1.0,0.0,9.769051038146795,61.481908518944635
1.0,1.0,0.0,1.0,3.0,0.0,4.0,4.0,0.0,0.0,1.0,8.957290710263013,20.003071715245458
1.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,0.0,0.0,1.0,21.636989831272274,24.100783362319987
0.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.522361925286537,13.362235655285405
0.0,1.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.8478373283208533,12.82473925003961
0.0,0.0,0.0,1.0,5.0,1.0,3.0,5.0,1.0,0.0,1.0,5.532147312379747,13.74736466621561
0.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,-4.068633058109637,12.643314648299867
1.0,1.0,1.0,0.0,5.0,1.0,3.0,4.0,1.0,1.0,1.0,18.17533795719713,20.788374930101792
0.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,-1.6455488078743525,10.534913857775594
0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,7.228193542344176,16.853132928339473
1.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,18.896271735326298,14.863749983673802
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-4.980687927843638,6.5353592235584825
0.0,1.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0,0.7817090493177057,13.610575011073298
0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,14.227823133273159,21.094460573850334
0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,0.0,0.0,9.436361516159737,17.92392429277787
0.0,1.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,0.5476812967866405,10.922746521802825
1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,2.4444612136907082,9.337494532743102
1.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,12.103132879875073,17.875860656149907
1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,5.883800556708698,18.08766154226544
0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,-2.514963897673464,17.191289439941286
1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,9.47024060781494,16.278545340289988
0.0,1.0,0.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,0.0,4.666246533204237,12.482469786276663
0.0,1.0,1.0,0.0,4.0,3.0,4.0,4.0,0.0,1.0,1.0,-1.7738946166784677,13.095739298067116
0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,0.0,1.0,1.0,-3.3793882075491717,15.641781219142308
1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,-4.288067718319461,9.07031250489697
0.0,0.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,0.0,11.229899660482378,63.11867216672887
1.0,1.0,1.0,1.0,4.0,0.0,2.0,5.0,0.0,1.0,1.0,0.27079961225949845,12.81499647696757
0.0,0.0,1.0,0.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,-4.67437171062397,15.082656542149726
1.0,1.0,1.0,0.0,5.0,5.0,3.0,1.0,0.0,0.0,1.0,-2.6303845928020952,14.378897991286108
1.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.8140119675990825,12.641763253789273
1.0,1.0,1.0,1.0,5.0,2.0,0.0,2.0,1.0,1.0,0.0,0.08931066673646626,10.161952234541062
0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,1.823332808301025,15.013441911708728
0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,17.937416538714164,20.630742866642915
0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,5.288320734381557,17.78928024786695
0.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,11.591916789711878,18.469246158948692
0.0,1.0,1.0,0.0,5.0,0.0,3.0,3.0,1.0,1.0,1.0,14.473852506726505,20.091233703987914
1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.322208587081306,5.156847185015741
1.0,1.0,0.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,9.23890286575378,70.25874708583977
1.0,1.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,20.204064032203025,21.784095388240658
1.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,18.795885922875723,21.945828335735307
0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,9.402619856178378,17.35224637605712
0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,-1.1633954265900446,13.508819067266181
0.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,0.0,1.0,7.56497792620884,14.714825969359959
0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,2.7978904308996793,15.565543302989814
0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,15.666450689660778,19.382427326884493
0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,-3.8223763835252775,10.455978457401018
1.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,4.665457948382485,13.4455656592378
1.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,4.391230746685158,54.36691873958745
0.0,1.0,0.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,1.0,-0.018301704243373962,19.349471346380724
1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,12.675229973471318,21.349181795734705
0.0,0.0,1.0,1.0,3.0,5.0,5.0,3.0,1.0,0.0,0.0,3.573389825406016,13.600968041444235
1.0,1.0,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,12.606100370885994,20.33475407692743
1.0,1.0,1.0,1.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,17.62113649346742,20.65401985176995
1.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,0.0,0.0,1.0,-2.0405034392528028,16.490162166442566
1.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,-0.5451250578996811,8.262677137013926
0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,8.740271408350434,18.966807535295974
0.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,10.431937304915218,21.23540321881473
1.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,15.113438129759047,19.029025185894543
1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,15.34145657725205,18.557074024209005
1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.9266234525359796,11.55869566963167
1.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0,5.271635233778548,14.180090403442847
0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,16.527091457884787,20.22115093931104
0.0,0.0,0.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,19.0673080638542,21.4801978263942
0.0,1.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,1.0,3.815404062641747,12.636244067717554
0.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,14.41475734318741,17.0404447888281
1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,8.084723337009388,59.93397844759927
1.0,1.0,1.0,0.0,2.0,5.0,2.0,4.0,1.0,1.0,0.0,7.992108140250755,14.888939766034925
0.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,11.150668333817734,15.235748987880399
0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,1.0,1.0,0.0,5.667840838190886,22.289790643728296
0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,11.156690716365937,20.304358678712813
1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,8.00600692332368,14.826413146750838
0.0,1.0,1.0,1.0,3.0,0.0,2.0,5.0,0.0,0.0,1.0,-1.573934731922662,16.336126496999103
0.0,0.0,0.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,-3.3624985693276073,9.707674128550831
1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.1614251717969228,11.785708037133343
1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,16.139698140094666,18.03424172260745
1.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,11.16671726857927,22.380312887901674
0.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.6460661858829964,11.336361540911344
0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,3.1605919642391402,12.74993631025993
1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,1.0,5.668028682436878,16.71924306204509
1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,17.04083155032359,65.17311918578085
0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,2.4222706580255826,17.66331054862706
1.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0,4.793729255224971,18.55546691702175
1.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,20.410511930624597,24.92006400531884
0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,10.887443096400832,14.759355894071218
1.0,1.0,0.0,1.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,3.170851042849124,11.763980161502198
1.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,0.0,1.0,0.0,14.72684554482749,19.10563760783184
0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,2.562802292610577,20.0340664207118
1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,-0.16637332219225964,12.406833271318282
1.0,1.0,1.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,14.44432121870577,19.457209815972913
0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,5.709938200275113,12.49717087403795
0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0,0.0,8.104456906957845,18.156498466842038
1.0,1.0,0.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,10.868076335189476,16.342520108633348
1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,18.648144877639055,21.39304679031694
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.687146347663392,56.77016576918924
0.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,4.936309050562333,14.25916534136607
0.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,13.710732427787246,23.471680471619763
0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,21.871657751770883,25.376211613621276
0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,-2.448345641662752,14.930712613347385
1.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,1.0,1.0,0.0,-3.5891498046226684,9.126607639058346
0.0,0.0,0.0,1.0,5.0,1.0,4.0,4.0,0.0,1.0,0.0,18.181397354674115,35.16287833463254
1.0,0.0,0.0,1.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,17.02378323727032,24.954917037744732
1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,8.46265409408995,15.55926524240964
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.671491890596609,11.048543099790521
1.0,0.0,1.0,1.0,4.0,5.0,4.0,4.0,1.0,0.0,1.0,7.894188943203657,22.756608539899453
0.0,0.0,0.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,0.0,1.2167338518918314,11.122938347488388
1.0,1.0,0.0,0.0,5.0,4.0,3.0,3.0,1.0,0.0,1.0,-2.7209054779477166,13.860452800385936
1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.5320480044130953,10.720874264201425
1.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,18.831708750389417,20.72408646039688
1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,15.182977389734155,18.452392026029784
1.0,1.0,0.0,1.0,4.0,5.0,3.0,0.0,1.0,0.0,1.0,4.076103134097297,14.217325319217222
1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,20.152326069224895,21.864659781819203
1.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,0.0,7.3986695375613465,15.031926342004335
1.0,0.0,1.0,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,2.709070115194698,18.02847362550632
0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,16.764062480549246,22.155302456595255
0.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,-1.3507321230327705,11.517582974114177
1.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.9700415216848528,16.225970445551607
1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,0.0,13.980150990998052,18.282290917843667
0.0,1.0,0.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,1.0,0.6356041716020968,18.935067520125486
1.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,2.616797734220512,18.445763760403693
0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,4.702154396281109,58.45970890996476
0.0,0.0,1.0,1.0,3.0,0.0,5.0,5.0,0.0,0.0,1.0,-1.062672385673285,12.356632064762309
0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,9.734545720183537,14.039360395779301
1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.7193171283363053,16.30377718253492
1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,0.0,1.0,1.0,6.396048816233961,15.678431340667613
1.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,0.0,11.25544121549207,16.305027825240707
0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,9.474029548935253,14.65058376742124
0.0,0.0,0.0,0.0,3.0,0.0,5.0,4.0,1.0,0.0,1.0,21.009987958664503,25.21034367049073
0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,2.5891154443269757,17.194653065662656
0.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,1.0,0.0,1.0,-3.630173593621632,11.306495538413216
0.0,0.0,1.0,0.0,4.0,3.0,3.0,5.0,0.0,1.0,0.0,12.747529378125208,21.85451680184347
0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,12.082569239491512,16.902739505893884
1.0,1.0,1.0,0.0,5.0,1.0,2.0,5.0,1.0,1.0,0.0,-2.9323042486395154,7.920711418364156
1.0,1.0,1.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,14.862841276155972,22.098770239749236
0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,7.971198417335,15.9027184206406
1.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,7.782211625487008,15.644437368756368
1.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,10.887084524653169,17.8434268341779
